"package_section","priority","category","stage","filename","source_kind","source_reference","package_path","size","sha256","notes"
"current_tree","MUST_TAKE","LOCAL_ONLY","11-12","analyze_representation.py","filesystem","E:\AI4science\tmp\analyze_representation.py","current_tree/tmp/analyze_representation.py","14000","8643EC67905E454587CD31C6D95705A8BCC3D0BB1B0BD34CAAADE52BDAD2D000","HISTORICAL_VALID; confidence is correctness-rate proxy only"
"current_tree","MUST_TAKE","LOCAL_ONLY","7","check_rruff_pool.py","filesystem","E:\AI4science\tmp\check_rruff_pool.py","current_tree/tmp/check_rruff_pool.py","2077","A78A2852CADC9DC0A70A792EA82B9E8764B8A22FCD168254C2948C53972A4F03","HISTORICAL_VALID"
"current_tree","MUST_TAKE","LOCAL_ONLY","7-9","fix_rruff301_split.py","filesystem","E:\AI4science\tmp\fix_rruff301_split.py","current_tree/tmp/fix_rruff301_split.py","4752","73E6184B21C7C94084EFA0762EC282E47B2EC2C191E45C72928779472B457938","HISTORICAL_VALID"
"current_tree","MUST_TAKE","LOCAL_ONLY","1","run_pipeline_smoke_test.py","filesystem","E:\AI4science\tmp\run_pipeline_smoke_test.py","current_tree/tmp/run_pipeline_smoke_test.py","4563","5681C195129A47EC97252D4B282A898279DADB42629569F67996B5A2B0F733CD","HISTORICAL_VALID diagnostic-only"
"current_tree","MUST_TAKE","LOCAL_ONLY","9-12","run_rruff301_confirmatory.py","filesystem","E:\AI4science\tmp\run_rruff301_confirmatory.py","current_tree/tmp/run_rruff301_confirmatory.py","18382","BC91D8FA5A5D715B3E393AA1A0AF0AC84823AF11DD2B1C672756E182DC4B6015","HISTORICAL_VALID candidate; hardcoded checkpoint path currently missing; support IDs not saved"
"current_tree","MUST_TAKE","LOCAL_ONLY","2","run_rruff70_fewshot_v2.py","filesystem","E:\AI4science\tmp\run_rruff70_fewshot_v2.py","current_tree/tmp/run_rruff70_fewshot_v2.py","8119","7F592DA5FD06AB26BB69D7441C2EA8ECD8F6D8BBDF58BEBF8AA8D6CD9488B415","EXPLORATORY; exact SHA matches historical official runner"
"current_tree","SHOULD_TAKE","LOCAL_ONLY","2","run_rruff70_fewshot.py","filesystem","E:\AI4science\tmp\run_rruff70_fewshot.py","current_tree/tmp/run_rruff70_fewshot.py","7659","76A64543C14440A0A4EFA67692AD48B40A10A8873248A33D0AF913A81FA2CF12","EXPLORATORY; superseded"
"current_tree","MUST_TAKE","LOCAL_ONLY","1","manifest.json","filesystem","E:\AI4science\xrd_robustness\data\real_xrd\rruff_pipeline_test\manifest.json","current_tree/xrd_robustness/data/real_xrd/rruff_pipeline_test/manifest.json","7730","2F29FEE3CB86A1028F70CB1837F4FFD9C32ED460482CD80B7D9E0970A81889B2","raw result file missing"
"current_tree","SHOULD_TAKE","LOCAL_ONLY","5-9","CITATION_AND_RELEASE_POLICY.md","filesystem","E:\AI4science\xrd_robustness\data\real_xrd\rruff371\CITATION_AND_RELEASE_POLICY.md","current_tree/xrd_robustness/data/real_xrd/rruff371/CITATION_AND_RELEASE_POLICY.md","350","6B30EFB51A09084CA32144C84FDEAEB0670E36CA940CA40450E36037D595D5E1","POLICY"
"current_tree","MUST_TAKE","LOCAL_ONLY","5","dataset_contract.json","filesystem","E:\AI4science\xrd_robustness\data\real_xrd\rruff371\contracts\dataset_contract.json","current_tree/xrd_robustness/data/real_xrd/rruff371/contracts/dataset_contract.json","2285","3076EBA891880C46841A18E163AD6E7D1D3DE17B04A31D904D3AD90096605E52","HISTORICAL_VALID"
"current_tree","MUST_TAKE","LOCAL_ONLY","10-12","rruff301_fewshot_runs.json","filesystem","E:\AI4science\xrd_robustness\data\real_xrd\rruff371\results\rruff301_fewshot_runs.json","current_tree/xrd_robustness/data/real_xrd/rruff371/results/rruff301_fewshot_runs.json","82531","78839694E53B8944643EA1A24F82F011F8E86A2C5100D7FD9F8EAD94F152DBC3","CURRENT_AUTHORITATIVE; public JSON records this SHA"
"current_tree","MUST_TAKE","LOCAL_ONLY","10","rruff301_fixed200.json","filesystem","E:\AI4science\xrd_robustness\data\real_xrd\rruff371\results\rruff301_fixed200.json","current_tree/xrd_robustness/data/real_xrd/rruff371/results/rruff301_fixed200.json","23299","6B13BD8EB1E62DC1C9E88AE53B2906675BB778D46A26F5CC5FEAC6E2BA5815B2","HISTORICAL_VALID sensitivity"
"current_tree","MUST_TAKE","LOCAL_ONLY","10-12","rruff301_predictions.json","filesystem","E:\AI4science\xrd_robustness\data\real_xrd\rruff371\results\rruff301_predictions.json","current_tree/xrd_robustness/data/real_xrd/rruff371/results/rruff301_predictions.json","9934446","D0D68E35B1AB2B9D528DBD8978FD97B27B70F71C51719BFF4B0D635534A2D6C9","CURRENT_AUTHORITATIVE; no logits/probabilities"
"current_tree","MUST_TAKE","LOCAL_ONLY","6-8","rruff301_split.csv","filesystem","E:\AI4science\xrd_robustness\data\real_xrd\rruff371\results\rruff301_split.csv","current_tree/xrd_robustness/data/real_xrd/rruff371/results/rruff301_split.csv","9645","15B7E2CA94AD78E796B4FB8DF9B1EDA90A661AAB8D142BFF5C4ECCA454D72E1D","INVALIDATED; hexagonal=86 trigonal=0"
"current_tree","SHOULD_TAKE","LOCAL_ONLY","1;9","rruff301_zero_shot.json","filesystem","E:\AI4science\xrd_robustness\data\real_xrd\rruff371\results\rruff301_zero_shot.json","current_tree/xrd_robustness/data/real_xrd/rruff371/results/rruff301_zero_shot.json","4636","86DCDFA29C8E9FE4F468B52B4BBB0A5B683B0D7B47B4EC34F1280B1C884FAB2A","HISTORICAL_VALID secondary diagnostic"
"current_tree","MUST_TAKE","LOCAL_ONLY","9","rruff301_adaptation_test_split.csv","filesystem","E:\AI4science\xrd_robustness\data\real_xrd\rruff371\splits\rruff301_adaptation_test_split.csv","current_tree/xrd_robustness/data/real_xrd/rruff371/splits/rruff301_adaptation_test_split.csv","10424","9FEDCB1ABDF3F84349DFC8479D233FBD953E6552D7478DAC3680737E460BBE35","CURRENT_AUTHORITATIVE; 10 adaptation + 33 test per class"
"current_tree","MUST_TAKE","LOCAL_ONLY","9","rruff301_manifest.json","filesystem","E:\AI4science\xrd_robustness\data\real_xrd\rruff371\splits\rruff301_manifest.json","current_tree/xrd_robustness/data/real_xrd/rruff371/splits/rruff301_manifest.json","775","AA82727DFF6B3016D53FF15934841EA5DF5F1AA93E7A991283D237B7CA66F8B6","CURRENT_AUTHORITATIVE"
"current_tree","MUST_TAKE","LOCAL_ONLY","2","file_manifest_sha256.csv","filesystem","E:\AI4science\xrd_robustness\data\real_xrd\rruff70\audits\file_manifest_sha256.csv","current_tree/xrd_robustness/data/real_xrd/rruff70/audits/file_manifest_sha256.csv","25812","32B5726750DFD829B6A50448D9C2BDAB6700E9072322355A2B789EC6E04ED588","HISTORICAL_VALID"
"current_tree","MUST_TAKE","LOCAL_ONLY","2","freeze_record.json","filesystem","E:\AI4science\xrd_robustness\data\real_xrd\rruff70\audits\freeze_record.json","current_tree/xrd_robustness/data/real_xrd/rruff70/audits/freeze_record.json","1202","0289C0BBA5B0C8B6DD78A13D099AB646E4AC347CB882DB158AA768A67667FEDF","HISTORICAL_VALID"
"current_tree","SHOULD_TAKE","LOCAL_ONLY","2","integrity_audit.csv","filesystem","E:\AI4science\xrd_robustness\data\real_xrd\rruff70\audits\integrity_audit.csv","current_tree/xrd_robustness/data/real_xrd/rruff70/audits/integrity_audit.csv","6296","E4A570D388187F40CE87CBFCD43F2A08036F3D4B5326F9544B7973C6E706CC5B","HISTORICAL_VALID"
"current_tree","SHOULD_TAKE","LOCAL_ONLY","2","phase_evidence_audit.csv","filesystem","E:\AI4science\xrd_robustness\data\real_xrd\rruff70\audits\phase_evidence_audit.csv","current_tree/xrd_robustness/data/real_xrd/rruff70/audits/phase_evidence_audit.csv","15873","52187E6C35D8DB9850829E6E97D98327B8D46F9FE707FDB5D16975CCA05FA5C4","HISTORICAL_VALID"
"current_tree","SHOULD_TAKE","LOCAL_ONLY","2","CITATION_AND_RELEASE_POLICY.md","filesystem","E:\AI4science\xrd_robustness\data\real_xrd\rruff70\CITATION_AND_RELEASE_POLICY.md","current_tree/xrd_robustness/data/real_xrd/rruff70/CITATION_AND_RELEASE_POLICY.md","744","1768EAA79CC09C73022787A4D41EB8CADCD9D14045E077BCCEF1F4621E4A63AA","POLICY"
"current_tree","MUST_TAKE","LOCAL_ONLY","2","dataset_contract.json","filesystem","E:\AI4science\xrd_robustness\data\real_xrd\rruff70\contracts\dataset_contract.json","current_tree/xrd_robustness/data/real_xrd/rruff70/contracts/dataset_contract.json","2308","25CFEA69E5E0F1272F990249E7B0E268B442AFA8B0E6C4BDBBFFCDFD3A9CBBD7","HISTORICAL_VALID"
"current_tree","MUST_TAKE","LOCAL_ONLY","2","execution_lock.json","filesystem","E:\AI4science\xrd_robustness\data\real_xrd\rruff70\contracts\execution_lock.json","current_tree/xrd_robustness/data/real_xrd/rruff70/contracts/execution_lock.json","877","909CE3BF3BD95ADBA2E13ECCA29AB5FDB5D565E31A1B851135A7EE1EC1CA77AA","HISTORICAL_VALID"
"current_tree","MUST_TAKE","LOCAL_ONLY","2","FREEZE_CERTIFICATE.txt","filesystem","E:\AI4science\xrd_robustness\data\real_xrd\rruff70\FREEZE_CERTIFICATE.txt","current_tree/xrd_robustness/data/real_xrd/rruff70/FREEZE_CERTIFICATE.txt","534","6083BF2181F49CC8BD89B4C9BAC3BEA06DDD52A7BEE0028F6EA62BCCC9ACA7E6","HISTORICAL_VALID"
"current_tree","MUST_TAKE","LOCAL_ONLY","2","rruff70_fewshot_episode_manifest_v1.csv","filesystem","E:\AI4science\xrd_robustness\data\real_xrd\rruff70\manifests\rruff70_fewshot_episode_manifest_v1.csv","current_tree/xrd_robustness/data/real_xrd/rruff70/manifests/rruff70_fewshot_episode_manifest_v1.csv","49170","B38CE6083CE2F0D181C7E0B597112C0CAB852B9B8F92D9C77EDBACA7359EB0E6","EXPLORATORY"
"current_tree","MUST_TAKE","LOCAL_ONLY","2","rruff70_real_adaptation_split_v1.csv","filesystem","E:\AI4science\xrd_robustness\data\real_xrd\rruff70\manifests\rruff70_real_adaptation_split_v1.csv","current_tree/xrd_robustness/data/real_xrd/rruff70/manifests/rruff70_real_adaptation_split_v1.csv","148467","32C63334CF8EBEAC4CBE109E273E409345C5998C4247E867D464836B92EA4455","EXPLORATORY"
"current_tree","MUST_TAKE","LOCAL_ONLY","2","fewshot_paired_comparisons.csv","filesystem","E:\AI4science\xrd_robustness\data\real_xrd\rruff70\results\fewshot_paired_comparisons.csv","current_tree/xrd_robustness/data/real_xrd/rruff70/results/fewshot_paired_comparisons.csv","6015","ED4087A29B37D3152FC8EDBCE3BD8F8ABC6293C0833B472900C93919390BC0FA","EXPLORATORY"
"current_tree","MUST_TAKE","LOCAL_ONLY","2","fewshot_runs.csv","filesystem","E:\AI4science\xrd_robustness\data\real_xrd\rruff70\results\fewshot_runs.csv","current_tree/xrd_robustness/data/real_xrd/rruff70/results/fewshot_runs.csv","7690","F11F20DDB28F0764AA0FF72898A740F77F660045B2AC1BDC58E08E9C057AF7C3","EXPLORATORY"
"current_tree","MUST_TAKE","LOCAL_ONLY","2","fewshot_v2.json","filesystem","E:\AI4science\xrd_robustness\data\real_xrd\rruff70\results\fewshot_v2.json","current_tree/xrd_robustness/data/real_xrd/rruff70/results/fewshot_v2.json","70228","5D495257D90A242B1D16AAE9A4F529D8A3E567FD729176E1259A99E1D49CB64B","EXPLORATORY; no macro_f1 field"
"current_tree","SHOULD_TAKE","LOCAL_ONLY","2","rruff70_fixed200_paired_20260806.csv","filesystem","E:\AI4science\xrd_robustness\data\real_xrd\rruff70\results\rruff70_fixed200_paired_20260806.csv","current_tree/xrd_robustness/data/real_xrd/rruff70/results/rruff70_fixed200_paired_20260806.csv","3766","B0C38A8628026E195136FBB837C88721B3350A4627B6433B9F5D616CA19333A7","EXPLORATORY"
"current_tree","SHOULD_TAKE","LOCAL_ONLY","2","rruff70_fixed200_results_20260806.json","filesystem","E:\AI4science\xrd_robustness\data\real_xrd\rruff70\results\rruff70_fixed200_results_20260806.json","current_tree/xrd_robustness/data/real_xrd/rruff70/results/rruff70_fixed200_results_20260806.json","49749","1563AB6F33AA9E0FE3E739E412D71430B1DA29E81012E80EC6031E40AF2241D7","EXPLORATORY"
"current_tree","MUST_TAKE","LOCAL_ONLY","2","RRUFF_REAL_PXRD_70_FINAL_REPORT.md","filesystem","E:\AI4science\xrd_robustness\data\real_xrd\rruff70\RRUFF_REAL_PXRD_70_FINAL_REPORT.md","current_tree/xrd_robustness/data/real_xrd/rruff70/RRUFF_REAL_PXRD_70_FINAL_REPORT.md","2237","E57A5E94A80E0284E8B479371B038F414D4D11370646D9D5609E7E81BEB0A68F","EXPLORATORY"
"current_tree","SHOULD_TAKE","ALREADY_ON_GITHUB","13","MANUSCRIPT.md","filesystem","E:\AI4science\xrd_robustness\MANUSCRIPT.md","current_tree/xrd_robustness/MANUSCRIPT.md","16628","4A3038EC6A20086F1518C5724A62DA4881044948438EE75D974E0A7CA5D26742","CURRENT_AUTHORITATIVE"
"current_tree","SHOULD_TAKE","ALREADY_ON_GITHUB","5-12","pyproject.toml","filesystem","E:\AI4science\xrd_robustness\pyproject.toml","current_tree/xrd_robustness/pyproject.toml","858","AA062D7D8432407E9275DEB724C428DB60E19455F87111BDE6142DDF0B6C6CB4","不是完整历史 lockfile"
"current_tree","SHOULD_TAKE","ALREADY_ON_GITHUB","13","README.md","filesystem","E:\AI4science\xrd_robustness\README.md","current_tree/xrd_robustness/README.md","9269","8E3BAF026345348C8E5221F67CAE5EE2BE3B4E409A5E74BB080D78D06B701B98","CURRENT_AUTHORITATIVE"
"current_tree","SHOULD_TAKE","ALREADY_ON_GITHUB","13","RESULTS.md","filesystem","E:\AI4science\xrd_robustness\reports\RESULTS.md","current_tree/xrd_robustness/reports/RESULTS.md","8673","06C40C1EAEA0C095D21768A7B77B6F4454B48EE81F7B0B7B5A172FDDC4A81E84","CURRENT_AUTHORITATIVE"
"current_tree","MUST_TAKE","ALREADY_ON_GITHUB","9","RRUFF301_COMPOSITION_AUDIT.json","filesystem","E:\AI4science\xrd_robustness\reports\RRUFF301_COMPOSITION_AUDIT.json","current_tree/xrd_robustness/reports/RRUFF301_COMPOSITION_AUDIT.json","36051","0E9C3EF71F8A127B2ADA1D2FB556738044A6F086EBAA0E0086A468315CA9E403","CURRENT_AUTHORITATIVE"
"current_tree","MUST_TAKE","ALREADY_ON_GITHUB","9","RRUFF301_COMPOSITION_AUDIT.md","filesystem","E:\AI4science\xrd_robustness\reports\RRUFF301_COMPOSITION_AUDIT.md","current_tree/xrd_robustness/reports/RRUFF301_COMPOSITION_AUDIT.md","4867","2FB6CCED4FC06A06031DC40734062B9B77C9F01D84DCFFEAEB47FCE759503776","CURRENT_AUTHORITATIVE"
"current_tree","MUST_TAKE","ALREADY_ON_GITHUB","10-13","rruff301_fewshot_results.json","filesystem","E:\AI4science\xrd_robustness\reports\rruff301_fewshot_results.json","current_tree/xrd_robustness/reports/rruff301_fewshot_results.json","3586","3978135157D8268491BAFF96A37DDF49AE59773D6631996E26EFD977181E5630","CURRENT_AUTHORITATIVE; current working-tree bytes"
"current_tree","MUST_TAKE","ALREADY_ON_GITHUB","9","audit_rruff301_composition.py","filesystem","E:\AI4science\xrd_robustness\scripts\audit_rruff301_composition.py","current_tree/xrd_robustness/scripts/audit_rruff301_composition.py","18986","7330B93AF3EFEFFB30A07A3BD6A612C603DAADE262C5385434B3C0E736042394","CURRENT_AUTHORITATIVE"
"git_history","MUST_TAKE","ALREADY_ON_GITHUB","12","EVIDENCE_FREEZE_V1_20260808.md","git_blob","1bf8a99d8e8ac4ad61c7509baef49abe55e8941a:00_project_context/EVIDENCE_FREEZE_V1_20260808.md","git_history/1bf8a99d/00_project_context/EVIDENCE_FREEZE_V1_20260808.md","11872","65D305210653A28D00E046E52DD836E999E95DA83A50E66CF648753DD7827DB1","HISTORICAL_VALID"
"git_history","MUST_TAKE","ALREADY_ON_GITHUB","12-13","PROJECT_JOURNEY_CONTINUATION_20260807_20260808.md","git_blob","1bf8a99d8e8ac4ad61c7509baef49abe55e8941a:00_project_context/PROJECT_JOURNEY_CONTINUATION_20260807_20260808.md","git_history/1bf8a99d/00_project_context/PROJECT_JOURNEY_CONTINUATION_20260807_20260808.md","11082","E3B5D9B958DAD51D3A87E22019B54AA40E3473A6F6D6522A92BE52FE14AF3AF5","HISTORICAL_VALID"
"git_history","MUST_TAKE","ALREADY_ON_GITHUB","12-13","DECISION_LOG_20260813.md","git_blob","1eab4d59c06f9942e4e800555542651d7fbf3422:00_project_context/DECISION_LOG_20260813.md","git_history/1eab4d59/00_project_context/DECISION_LOG_20260813.md","1689","DF38EB51836983B22F2CFD275BE50C7B371B1945A9007DA23273EE5D80C67DF6","HISTORICAL_VALID corrected version"
"git_history","MUST_TAKE","ALREADY_ON_GITHUB","6-10","rruff301_confirmatory_full_report_20260807.md","git_blob","24d8c8511bdea9df8b52cdf779b04420bebffafc:xrd_robustness/reports/rruff301_confirmatory_full_report_20260807.md","git_history/24d8c851/xrd_robustness/reports/rruff301_confirmatory_full_report_20260807.md","11172","DAB1B6AADD8E7ADA4F55C2239B856B529901FA03733BF13B42444EF09887155C","HISTORICAL_VALID; current headline numbers由current JSON authority"
"git_history","MUST_TAKE","ALREADY_ON_GITHUB","11-12","rruff301_representation_analysis_20260807.md","git_blob","24d8c8511bdea9df8b52cdf779b04420bebffafc:xrd_robustness/reports/rruff301_representation_analysis_20260807.md","git_history/24d8c851/xrd_robustness/reports/rruff301_representation_analysis_20260807.md","10687","65D93BEB36B819A886BF2201970110F5DDC99D96BCA84D676FD049F18BE11EB8","HISTORICAL_VALID; confidence是correctness-rate proxy"
"git_history","MUST_TAKE","ALREADY_ON_GITHUB","6-8","rruff301_v1_audit_trail_20260807.md","git_blob","24d8c8511bdea9df8b52cdf779b04420bebffafc:xrd_robustness/reports/rruff301_v1_audit_trail_20260807.md","git_history/24d8c851/xrd_robustness/reports/rruff301_v1_audit_trail_20260807.md","4406","161E0C13DD2CB3820D9BC837103B16EA3D22B3E5CCE4249B2C7F3AE5ECCEFEA4","INVALIDATED results; audit itself HISTORICAL_VALID"
"git_history","SHOULD_TAKE","ALREADY_ON_GITHUB","1-5","CODEX_HANDOFF_REAL_ADAPTATION_ADDENDUM.md","git_blob","2cb656c0a1dd32ac4aa7aabfeb1ca1c747242c35:xrd_robustness/CODEX_HANDOFF_REAL_ADAPTATION_ADDENDUM.md","git_history/2cb656c0/xrd_robustness/CODEX_HANDOFF_REAL_ADAPTATION_ADDENDUM.md","4081","D9FEB9E1798980B5B803D3687ECE8EF4D5BF38B43B1EBDFDE7C3CE0935CE7E4E","HISTORICAL_VALID"
"git_history","MUST_TAKE","ALREADY_ON_GITHUB","1","rruff_pipeline_smoke_test_20260806.md","git_blob","2cb656c0a1dd32ac4aa7aabfeb1ca1c747242c35:xrd_robustness/reports/rruff_pipeline_smoke_test_20260806.md","git_history/2cb656c0/xrd_robustness/reports/rruff_pipeline_smoke_test_20260806.md","5137","DE98F518B9FE9B48ED700C90D86EF09539B078A07BF54E0FAA12D7D011245D7F","HISTORICAL_VALID diagnostic-only"
"git_history","SHOULD_TAKE","ALREADY_ON_GITHUB","1-5","rruff350_build_audit.json","git_blob","2cb656c0a1dd32ac4aa7aabfeb1ca1c747242c35:xrd_robustness/reports/rruff350_build_audit.json","git_history/2cb656c0/xrd_robustness/reports/rruff350_build_audit.json","2059","662C40C4CE1686270796EE637197DD57FEAAF804FD4D6030F48FE4EAEDB1F6BC","HISTORICAL_VALID"
"git_history","SHOULD_TAKE","ALREADY_ON_GITHUB","1-5","rruff371_build_audit.json","git_blob","2cb656c0a1dd32ac4aa7aabfeb1ca1c747242c35:xrd_robustness/reports/rruff371_build_audit.json","git_history/2cb656c0/xrd_robustness/reports/rruff371_build_audit.json","2059","B548EDB539C246C5E1BD25A1D305117632E17C5C661703B83E97EF5C465E409E","HISTORICAL_VALID"
"git_history","SHOULD_TAKE","ALREADY_ON_GITHUB","1-5","rruff371_expansion_audit.json","git_blob","2cb656c0a1dd32ac4aa7aabfeb1ca1c747242c35:xrd_robustness/reports/rruff371_expansion_audit.json","git_history/2cb656c0/xrd_robustness/reports/rruff371_expansion_audit.json","5257","87FE7A3A4AC40898B530772A99521A4EDA6D1022A2A44B02F830817C06213A0C","HISTORICAL_VALID"
"git_history","SHOULD_TAKE","ALREADY_ON_GITHUB","3-5","v9_real_adaptation_contract_audit.json","git_blob","2cb656c0a1dd32ac4aa7aabfeb1ca1c747242c35:xrd_robustness/reports/v9_real_adaptation_contract_audit.json","git_history/2cb656c0/xrd_robustness/reports/v9_real_adaptation_contract_audit.json","2296","5D94414704F9F6955F9997122B39C60116F59AA11588B9967FD05D8EF5C14119","HISTORICAL_VALID"
"git_history","SHOULD_TAKE","ALREADY_ON_GITHUB","3-5","v9_real_adaptation_plan.json","git_blob","2cb656c0a1dd32ac4aa7aabfeb1ca1c747242c35:xrd_robustness/reports/v9_real_adaptation_plan.json","git_history/2cb656c0/xrd_robustness/reports/v9_real_adaptation_plan.json","115367","BA435A3617E9F0E70A2F91958860E8E337C58B96E6C3E176119A785872B4B876","HISTORICAL_VALID"
"git_history","SHOULD_TAKE","ALREADY_ON_GITHUB","1","build_rruff_pipeline_test.py","git_blob","2cb656c0a1dd32ac4aa7aabfeb1ca1c747242c35:xrd_robustness/scripts/build_rruff_pipeline_test.py","git_history/2cb656c0/xrd_robustness/scripts/build_rruff_pipeline_test.py","11079","05BE9D7FD5D1EC79858B899E67A6340F37A1FC87905804D363FF130CBEB5411C","HISTORICAL_VALID"
"git_history","MUST_TAKE","ALREADY_ON_GITHUB","5","rruff301_confirmatory_fewshot.preregistered.json","git_blob","385cbbc9e1897e73f0828ca589e279edcf17bf75:xrd_robustness/configs/rruff301_confirmatory_fewshot.preregistered.json","git_history/385cbbc9/xrd_robustness/configs/rruff301_confirmatory_fewshot.preregistered.json","7579","BE7D320088ED8E5FA6C2EE8F37C2B19E49C122C91AC171A7DA61B78F6F8589D9","HISTORICAL_VALID; original episode_plan.csv missing"
"git_history","MUST_TAKE","ALREADY_ON_GITHUB","2-4","rruff70_complete_report_20260806.md","git_blob","385cbbc9e1897e73f0828ca589e279edcf17bf75:xrd_robustness/reports/rruff70_complete_report_20260806.md","git_history/385cbbc9/xrd_robustness/reports/rruff70_complete_report_20260806.md","9149","D1428B79FC47575C52D1A3F54788E7D9FE47322EE057CDFBBF4AF62FC3485415","EXPLORATORY"
"git_history","MUST_TAKE","ALREADY_ON_GITHUB","2","rruff70_fewshot_paired_20260806.csv","git_blob","385cbbc9e1897e73f0828ca589e279edcf17bf75:xrd_robustness/reports/rruff70_fewshot_paired_20260806.csv","git_history/385cbbc9/xrd_robustness/reports/rruff70_fewshot_paired_20260806.csv","5939","888FFD122B7B573FDED09B0FF24A212C373E628EEAD9F0F9DB43BBBEE049DB9D","EXPLORATORY"
"git_history","MUST_TAKE","ALREADY_ON_GITHUB","2","rruff70_fewshot_results_20260806.json","git_blob","385cbbc9e1897e73f0828ca589e279edcf17bf75:xrd_robustness/reports/rruff70_fewshot_results_20260806.json","git_history/385cbbc9/xrd_robustness/reports/rruff70_fewshot_results_20260806.json","67650","8E4D989B67A84A3E661792240DE57CD0119D8EBD8936485058A14FDA2D3B485D","EXPLORATORY"
