sample_id,spectrum_path,crystal_system,source,license_or_permission,phase_purity_status,label_evidence,structure_identifier,spectrum_sha256,rruff_id,mineral_name,ideal_formula_display,ideal_formula_raw,measured_chemistry_raw,space_group,rruff_cell_crystal_system,sample_description,identification_status,official_record_url,raw_archive_member,raw_member_sha256,dif_archive_member,dif_member_sha256,evidence_path,dif_evidence_path,original_two_theta_min,original_two_theta_max,original_step_median,detected_peak_count_qc,contrast_q99_minus_q10,median_intensity_norm_10_80,negative_fraction_10_80,strict_matched_mp_id,strict_matched_mp_split,overlap_status,overlap_audit_confidence,overlap_note,selection_status,selection_rule_version,original_tier,benchmark_scope,freeze_date,dif_consistency_sqrt_pearson,dif_weighted_peak_coverage_5pct,dif_peak_recall_5pct,dif_best_global_shift_deg,dif_best_audit_fwhm_deg,strong_measured_peak_precision,unmatched_strong_measured_peak_count,role_assignment_hash,real_domain_role,adaptation_train_rank_within_class,role_assignment_seed,role_assignment_algorithm,role_assignment_status
RRUFF-R050352,spectra_10_80_step_002/R050352_Cancrinite.csv,hexagonal,RRUFF official XY_RAW and DIF archives,Local research use with mandatory RRUFF citation; redistribution rights are not asserted; public release bundle omits spectra and DIF files,nominal_single_mineral_supported_by_RRUFF_metadata_and_measured_DIF_consistency; quantitative_phase_fraction_not_claimed,Official measured powder profile; confirmed XRD identification; paired DIF space group; measured-vs-DIF consistency audit passed,RRUFF:R050352; SG:P6_3; DIF_MEMBER_SHA256:C7122E403BA77101DFDF2885376418689E0C93376B0E2E276F7A0CE5FE58B7D3,C3BAE2DA839EAA4E81446BBB842295780F5DD9D2404907FB2A6FF38DFF9ECCFF,R050352,Cancrinite,"(Na,Ca,□)8(Al6Si6)O24(CO3,SO4)2·2H2O","(Na,Ca,[box])_8_(Al_6_Si_6_)O_24_(CO_3_,SO_4_)_2_·2H_2_O",(Na_6.07_Ca_1.62_[box]_0.31_)(Al_0.99_Si_1.01_O_4_)_6_((CO_3_)_0.84_[box]_0.16_)·2H_2_O,P6_3,hexagonal,Powder,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://www.rruff.net/odr/rruff_sample/R050352,Cancrinite__R050352-1__Powder__Xray_Data_XY_RAW__8a55f543e7bc8e4a20cdd6aa4fcd.txt,01532CF41352E89083B26097C6436D42E6D5DF694078DC3F2284D016C2DFDF62,Cancrinite__R050352-1__Powder__DIF_File__3ffd60f59d05445b256cbad25a94.txt,C7122E403BA77101DFDF2885376418689E0C93376B0E2E276F7A0CE5FE58B7D3,evidence/R050352_Cancrinite_metadata.txt,structure_refs/R050352_Cancrinite_DIF.txt,5.0,90.0,0.0099999999999997,192,0.1906354515070498,0.0125418060206892,0.0,,,NO_KNOWN_STRICT_RRUFF_MP_MATCH__STRUCTURE_OVERLAP_NOT_EXCLUSION_GATE_FOR_MEASUREMENT_DOMAIN_TEST,final_scope_resolved,This benchmark measures simulation-to-experiment measurement-domain transfer. It is not claimed as an unseen-structure benchmark. No known strict RRUFF–MP mapping match was detected.,FROZEN_FINAL_REAL_TEST,rruff-real-pxrd-70-final-v1,PRIMARY35,measurement_domain_external_test_not_unseen_structure_test,2026-07-24,0.55868484343,0.968649783289,0.918918918919,0.02,0.35,0.958333333333,1,48DB430C66E8604E9B940F2F810515C82D200D1B66E4AB8FAFDF3DC5ABCE8D94,adaptation_train,2,20260724,"sha256-v1: SHA256(seed|crystal_system|sample_id), ascending within class",FROZEN_BEFORE_MODEL_ACCESS
RRUFF-R050492,spectra_10_80_step_002/R050492_Zincite.csv,hexagonal,RRUFF official XY_RAW and DIF archives,Local research use with mandatory RRUFF citation; redistribution rights are not asserted; public release bundle omits spectra and DIF files,nominal_single_mineral_supported_by_RRUFF_metadata_and_measured_DIF_consistency; quantitative_phase_fraction_not_claimed,Official measured powder profile; confirmed XRD identification; paired DIF space group; measured-vs-DIF consistency audit passed,RRUFF:R050492; SG:P6_3mc; DIF_MEMBER_SHA256:CA2F5D9ADF0E273211CEED896DA0B9B3A695FCB24948A90918841E3CB6471934,C15E2FD076CD1A5C28300CA911E0DFDBC30F8D4375F0522E05298BFFBB7AC53B,R050492,Zincite,ZnO,ZnO,(Zn_0.96_Mn_0.04_)O,P6_3mc,hexagonal,Powder,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://www.rruff.net/odr/rruff_sample/R050492,Zincite__R050492-1__Powder__Xray_Data_XY_RAW__276c7bc7d587be728c9fd004e663.txt,CFC81B471C24621CAADC10798D5E10B65E99C268213833AEAE3E8882786E2017,Zincite__R050492-1__Powder__DIF_File__2afa9a2815c34c4c72d9f168ec1d.txt,CA2F5D9ADF0E273211CEED896DA0B9B3A695FCB24948A90918841E3CB6471934,evidence/R050492_Zincite_metadata.txt,structure_refs/R050492_Zincite_DIF.txt,5.0,90.0,0.0099999999999997,273,0.3041074249638493,0.0229067930486911,0.0,,,NO_KNOWN_STRICT_RRUFF_MP_MATCH__STRUCTURE_OVERLAP_NOT_EXCLUSION_GATE_FOR_MEASUREMENT_DOMAIN_TEST,final_scope_resolved,This benchmark measures simulation-to-experiment measurement-domain transfer. It is not claimed as an unseen-structure benchmark. No known strict RRUFF–MP mapping match was detected.,FROZEN_FINAL_REAL_TEST,rruff-real-pxrd-70-final-v1,BACKUP35_PROMOTED,measurement_domain_external_test_not_unseen_structure_test,2026-07-24,0.896918278972,1.0,1.0,0.04,0.35,1.0,0,0B0B88039160FAD1FC1C054E4C0046F6BE7C9EECDBC2EC766C10B625E479421F,adaptation_train,1,20260724,"sha256-v1: SHA256(seed|crystal_system|sample_id), ascending within class",FROZEN_BEFORE_MODEL_ACCESS
RRUFF-R050646,spectra_10_80_step_002/R050646_Burbankite.csv,hexagonal,RRUFF official XY_RAW and DIF archives,Local research use with mandatory RRUFF citation; redistribution rights are not asserted; public release bundle omits spectra and DIF files,nominal_single_mineral_supported_by_RRUFF_metadata_and_measured_DIF_consistency; quantitative_phase_fraction_not_claimed,Official measured powder profile; confirmed XRD identification; paired DIF space group; measured-vs-DIF consistency audit passed,RRUFF:R050646; SG:P6_3mc; DIF_MEMBER_SHA256:E3549111EAA4495E71F5DF734E8B664F1CC3F7965C4A5070379ED5EBE9670205,93746FFAA57D835247CE0149E1C2C4B0157D98F82ED1246EDC8A067DAC468DA1,R050646,Burbankite,"(Na,Ca)3(Sr,Ba,Ce)3(CO3)5","(Na,Ca)_3_(Sr,Ba,Ce)_3_(CO_3_)_5_",gray: (Na_2.03_Ca_0.97_)_Σ=3_(Sr_3.14_Ba_0.18_Ce_0.17_[box]_0.15_Th_0.10_Nd_0.08_La_0.08_)_Σ=3_(CO_3_)_5_ ; light-gray: (Na_1.97_Ca_1.03_)_Σ=3_(Sr_1.87_[box]_0.40_Ba_0.37_Ce_0.14_Th_0.11_Nd_0.06_La_0.05_)_Σ=3_(CO_3_)_5_ ; C estimated by stoichiometry,P6_3mc,hexagonal,Powder,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://www.rruff.net/odr/rruff_sample/R050646,Burbankite__R050646-1__Powder__Xray_Data_XY_RAW__68d7a27622397a984f8e0f9889f7.txt,387063A90EBC6C78427A716CF4417923E9EC9616B4361F3FF216395AA6D20CED,Burbankite__R050646-1__Powder__DIF_File__7503250c3f0616ace048ff410246.txt,E3549111EAA4495E71F5DF734E8B664F1CC3F7965C4A5070379ED5EBE9670205,evidence/R050646_Burbankite_metadata.txt,structure_refs/R050646_Burbankite_DIF.txt,5.0,90.0,0.0099999999999997,531,0.4248120300676334,0.063909774433772,0.0,,,NO_KNOWN_STRICT_RRUFF_MP_MATCH__STRUCTURE_OVERLAP_NOT_EXCLUSION_GATE_FOR_MEASUREMENT_DOMAIN_TEST,final_scope_resolved,This benchmark measures simulation-to-experiment measurement-domain transfer. It is not claimed as an unseen-structure benchmark. No known strict RRUFF–MP mapping match was detected.,FROZEN_FINAL_REAL_TEST,rruff-real-pxrd-70-final-v1,PRIMARY35,measurement_domain_external_test_not_unseen_structure_test,2026-07-24,0.752975253079,0.944775075884,0.822222222222,0.02,0.35,0.952380952381,1,57FB8F6D583E6DF62162A64DEFF6F65DB5A33AAEADCA0B06390A67780182AF30,adaptation_train,3,20260724,"sha256-v1: SHA256(seed|crystal_system|sample_id), ascending within class",FROZEN_BEFORE_MODEL_ACCESS
RRUFF-R090045,spectra_10_80_step_002/R090045_Greenockite.csv,hexagonal,RRUFF official XY_RAW and DIF archives,Local research use with mandatory RRUFF citation; redistribution rights are not asserted; public release bundle omits spectra and DIF files,nominal_single_mineral_supported_by_RRUFF_metadata_and_measured_DIF_consistency; quantitative_phase_fraction_not_claimed,Official measured powder profile; confirmed XRD identification; paired DIF space group; measured-vs-DIF consistency audit passed,RRUFF:R090045; SG:P6_3mc; DIF_MEMBER_SHA256:C3EAA94A7D02F4C4F75D1C3D6DDD8B8DB1701369BDFCED32FB6A9741347E9BA8,BF32BC8A190E1C8AD288261208FCA47E969EB6B743FAB40A558C703F9AB3A473,R090045,Greenockite,CdS,CdS,,P6_3mc,hexagonal,Powder,The identification of this mineral has been confirmed by X-ray diffraction,https://www.rruff.net/odr/rruff_sample/R090045,Greenockite__R090045-1__Powder__Xray_Data_XY_RAW__b909358a7e04f262f669060c0ec3.txt,4D0E5B003726470DD0E10763B24657B43D2889D91F92B193C06B497E156BDDFC,Greenockite__R090045-1__Powder__DIF_File__08114aa382b7707c96ef3be8dbff.txt,C3EAA94A7D02F4C4F75D1C3D6DDD8B8DB1701369BDFCED32FB6A9741347E9BA8,evidence/R090045_Greenockite_metadata.txt,structure_refs/R090045_Greenockite_DIF.txt,5.0,90.0,0.0099999999999997,370,0.3802083333369824,0.0260416666679164,0.0,,,NO_KNOWN_STRICT_RRUFF_MP_MATCH__STRUCTURE_OVERLAP_NOT_EXCLUSION_GATE_FOR_MEASUREMENT_DOMAIN_TEST,final_scope_resolved,This benchmark measures simulation-to-experiment measurement-domain transfer. It is not claimed as an unseen-structure benchmark. No known strict RRUFF–MP mapping match was detected.,FROZEN_FINAL_REAL_TEST,rruff-real-pxrd-70-final-v1,ELIGIBLE_NOT_SELECTED_PROMOTED_FINAL,measurement_domain_external_test_not_unseen_structure_test,2026-07-24,0.891042265489,0.983800162237,0.928571428571,0.04,0.35,1.0,0,92B426DE1F77B858B04B81844193ADB86AF258628FEF0472E7649B3F1FADFDB2,adaptation_validation,,20260724,"sha256-v1: SHA256(seed|crystal_system|sample_id), ascending within class",FROZEN_BEFORE_MODEL_ACCESS
RRUFF-R100208,spectra_10_80_step_002/R100208_Despujolsite.csv,hexagonal,RRUFF official XY_RAW and DIF archives,Local research use with mandatory RRUFF citation; redistribution rights are not asserted; public release bundle omits spectra and DIF files,nominal_single_mineral_supported_by_RRUFF_metadata_and_measured_DIF_consistency; quantitative_phase_fraction_not_claimed,Official measured powder profile; confirmed XRD identification; paired DIF space group; measured-vs-DIF consistency audit passed,RRUFF:R100208; SG:P-62c; DIF_MEMBER_SHA256:B40AC5EFDDB8A49A70A169905EDA2F2F43AF2F33A94554FC7614C00FC5EA08AC,AA8874F87FB7C04D5B16B7179DAA680C2B7C46380FA226509BEBCF68E7FFAF73,R100208,Despujolsite,Ca3Mn4+(SO4)2(OH)6·3H2O,Ca_3_Mn^4+^(SO_4_)_2_(OH)_6_·3H_2_O,Ca_3.44_(Mn^+4^_0.86_Fe^+3^_0.06_)(S_0.96_O_4_)_2_(OH)_6_·3H_2_O,P-62c,hexagonal,Powder,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis,https://www.rruff.net/odr/rruff_sample/R100208,Despujolsite__R100208-1__Powder__Xray_Data_XY_RAW__5146c86a260ece5615d66f084173.txt,32321DC958D1E69A346D33F8D9A931B5D6103FD0879CEE43562E9C7245E1BBB1,Despujolsite__R100208-1__Powder__DIF_File__8abe05b14e7e33187d27badcb8d4.txt,B40AC5EFDDB8A49A70A169905EDA2F2F43AF2F33A94554FC7614C00FC5EA08AC,evidence/R100208_Despujolsite_metadata.txt,structure_refs/R100208_Despujolsite_DIF.txt,5.0,90.0,0.0099999999999997,199,0.1629940538658865,0.0360265827210977,0.0,,,NO_KNOWN_STRICT_RRUFF_MP_MATCH__STRUCTURE_OVERLAP_NOT_EXCLUSION_GATE_FOR_MEASUREMENT_DOMAIN_TEST,final_scope_resolved,This benchmark measures simulation-to-experiment measurement-domain transfer. It is not claimed as an unseen-structure benchmark. No known strict RRUFF–MP mapping match was detected.,FROZEN_FINAL_REAL_TEST,rruff-real-pxrd-70-final-v1,PRIMARY35,measurement_domain_external_test_not_unseen_structure_test,2026-07-24,0.584288738632,0.969267398265,0.888888888889,0.02,0.35,0.9375,1,6D00F7ECB54337CCF8AB866AA275FF03CEBCC74953409BA2DF51E897253088F4,adaptation_validation,,20260724,"sha256-v1: SHA256(seed|crystal_system|sample_id), ascending within class",FROZEN_BEFORE_MODEL_ACCESS
RRUFF-R050189,spectra_10_80_step_002/R050189_Vanadinite.csv,hexagonal,RRUFF official XY_RAW and DIF archives,Local research use with mandatory RRUFF citation; redistribution rights are not asserted; public release bundle omits spectra and DIF files,nominal_single_mineral_supported_by_RRUFF_metadata_and_measured_DIF_consistency; quantitative_phase_fraction_not_claimed,Official measured powder profile; confirmed XRD identification; paired DIF space group; measured-vs-DIF consistency audit passed,RRUFF:R050189; SG:P6_3/m; DIF_MEMBER_SHA256:86E0F6115582D2682C0A18C1B930928BEBED455A9A1E387F501835A89A5F9368,19B2F1398CE6C717C91DD98327008D8FEBEA2E8771F47102619794E6E1EF2DC7,R050189,Vanadinite,Pb5(VO4)3Cl,Pb_5_(VO_4_)_3_Cl,Pb_5.00_(V_1.00_O_4_)_3_Cl_1.00_,P6_3/m,hexagonal,Powder,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://www.rruff.net/odr/rruff_sample/R050189,Vanadinite__R050189-1__Powder__Xray_Data_XY_RAW__c838ac9e2e4bfcda84f372af365c.txt,238578210C7AF90EC77DCF789237B2F62B24947287695FAEF1CCF04B02E541A4,Vanadinite__R050189-1__Powder__DIF_File__3dca5228709a4778da6bcfab8edd.txt,86E0F6115582D2682C0A18C1B930928BEBED455A9A1E387F501835A89A5F9368,evidence/R050189_Vanadinite_metadata.txt,structure_refs/R050189_Vanadinite_DIF.txt,5.0,90.0,0.0099999999999997,481,0.2999999999972444,0.0350000000001029,0.0,,,NO_KNOWN_STRICT_RRUFF_MP_MATCH__STRUCTURE_OVERLAP_NOT_EXCLUSION_GATE_FOR_MEASUREMENT_DOMAIN_TEST,final_scope_resolved,This benchmark measures simulation-to-experiment measurement-domain transfer. It is not claimed as an unseen-structure benchmark. No known strict RRUFF–MP mapping match was detected.,FROZEN_FINAL_REAL_TEST,rruff-real-pxrd-70-final-v1,BACKUP35_PROMOTED,measurement_domain_external_test_not_unseen_structure_test,2026-07-24,0.874847881019,0.949859708638,0.852941176471,0.04,0.35,1.0,0,AFE52D35A7BBD72591DB9EB5A72BF4CA312C131DB48F9502A7F12E77F9224E31,final_real_test,,20260724,"sha256-v1: SHA256(seed|crystal_system|sample_id), ascending within class",FROZEN_BEFORE_MODEL_ACCESS
RRUFF-R050512,spectra_10_80_step_002/R050512_Hydroxylapatite.csv,hexagonal,RRUFF official XY_RAW and DIF archives,Local research use with mandatory RRUFF citation; redistribution rights are not asserted; public release bundle omits spectra and DIF files,nominal_single_mineral_supported_by_RRUFF_metadata_and_measured_DIF_consistency; quantitative_phase_fraction_not_claimed,Official measured powder profile; confirmed XRD identification; paired DIF space group; measured-vs-DIF consistency audit passed,RRUFF:R050512; SG:P6_3/m; DIF_MEMBER_SHA256:2FF8E3B7F07E53CC481854F3D729FC83CD8E6BD2D4FB3A7B6E58C2C0C6E1F522,6B667E15392D1E1E069A9AF77A9DA701B4EB3F1DB0DA7D318FBFD79F02B0983E,R050512,Hydroxylapatite,Ca5(PO4)3OH,Ca_5_(PO_4_)_3_OH,Ca_5.00_(PO_4_)_3_((OH)_0.67_F_0.33_),P6_3/m,hexagonal,Powder,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://www.rruff.net/odr/rruff_sample/R050512,Hydroxylapatite__R050512-1__Powder__Xray_Data_XY_RAW__4ae3de11a49213f4b9e7a9da7e5d.txt,531699957801B6F0C0E91BBF8D2A43B9902D5A0891F2DFF9AF49CFA0A89508A9,Hydroxylapatite__R050512-1__Powder__DIF_File__b00c678de4917da209e1cde24314.txt,2FF8E3B7F07E53CC481854F3D729FC83CD8E6BD2D4FB3A7B6E58C2C0C6E1F522,evidence/R050512_Hydroxylapatite_metadata.txt,structure_refs/R050512_Hydroxylapatite_DIF.txt,5.0,90.0,0.0099999999999997,579,0.4305555555524032,0.111111111107054,0.0,,,NO_KNOWN_STRICT_RRUFF_MP_MATCH__STRUCTURE_OVERLAP_NOT_EXCLUSION_GATE_FOR_MEASUREMENT_DOMAIN_TEST,final_scope_resolved,This benchmark measures simulation-to-experiment measurement-domain transfer. It is not claimed as an unseen-structure benchmark. No known strict RRUFF–MP mapping match was detected.,FROZEN_FINAL_REAL_TEST,rruff-real-pxrd-70-final-v1,BACKUP35_PROMOTED,measurement_domain_external_test_not_unseen_structure_test,2026-07-24,0.833493018102,0.816697649592,0.717948717949,0.02,0.35,1.0,0,C330C9BE7378A68B761FDAA410B2A20F05ECB2FCB1E31930D04AC087FA31E788,final_real_test,,20260724,"sha256-v1: SHA256(seed|crystal_system|sample_id), ascending within class",FROZEN_BEFORE_MODEL_ACCESS
RRUFF-R060168,spectra_10_80_step_002/R060168_Gmelinite-Na.csv,hexagonal,RRUFF official XY_RAW and DIF archives,Local research use with mandatory RRUFF citation; redistribution rights are not asserted; public release bundle omits spectra and DIF files,nominal_single_mineral_supported_by_RRUFF_metadata_and_measured_DIF_consistency; quantitative_phase_fraction_not_claimed,Official measured powder profile; confirmed XRD identification; paired DIF space group; measured-vs-DIF consistency audit passed,RRUFF:R060168; SG:P6_3/mmc; DIF_MEMBER_SHA256:40D4429AF04BB7E1488700EA77A898EC37DA679DE53916DE121E4E6204DE9D18,5CAA278410060E43FCF81C114D4DD71455D91C0D4F6CD7B0324A91EB5B6C52C5,R060168,Gmelinite-Na,Na4(Si8Al4)O24·11H2O,Na_4_(Si_8_Al_4_)O_24_·11H_2_O,(Na_3.90_Ca_0.10_)(Si_7.90_Al_4.10_)O_24_·8.98H_2_O,P6_3/mmc,hexagonal,Powder,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://www.rruff.net/odr/rruff_sample/R060168,Gmelinite-Na__R060168-1__Powder__Xray_Data_XY_RAW__f3b961ee8432cb94c12d90ba47fa.txt,978118815FC11050F5560C42D99073BBF552959B9CE581D1BA6A3C7FE9439D09,Gmelinite-Na__R060168-1__Powder__DIF_File__fedb83004263ed968b38a0c67c6c.txt,40D4429AF04BB7E1488700EA77A898EC37DA679DE53916DE121E4E6204DE9D18,evidence/R060168_Gmelinite-Na_metadata.txt,structure_refs/R060168_Gmelinite-Na_DIF.txt,5.0,90.0,0.0099999999999997,335,0.2524271844646437,0.0266990291262345,0.0,,,NO_KNOWN_STRICT_RRUFF_MP_MATCH__STRUCTURE_OVERLAP_NOT_EXCLUSION_GATE_FOR_MEASUREMENT_DOMAIN_TEST,final_scope_resolved,This benchmark measures simulation-to-experiment measurement-domain transfer. It is not claimed as an unseen-structure benchmark. No known strict RRUFF–MP mapping match was detected.,FROZEN_FINAL_REAL_TEST,rruff-real-pxrd-70-final-v1,PRIMARY35,measurement_domain_external_test_not_unseen_structure_test,2026-07-24,0.726737404747,0.980204528853,0.928571428571,3.33066907388e-16,0.35,0.944444444444,1,E8F0E6D0DDC179F95DCC371D19A7ABDD4182172DEED5C817E3A3AB40C14341FA,final_real_test,,20260724,"sha256-v1: SHA256(seed|crystal_system|sample_id), ascending within class",FROZEN_BEFORE_MODEL_ACCESS
RRUFF-R060285,spectra_10_80_step_002/R060285_Pyromorphite.csv,hexagonal,RRUFF official XY_RAW and DIF archives,Local research use with mandatory RRUFF citation; redistribution rights are not asserted; public release bundle omits spectra and DIF files,nominal_single_mineral_supported_by_RRUFF_metadata_and_measured_DIF_consistency; quantitative_phase_fraction_not_claimed,Official measured powder profile; confirmed XRD identification; paired DIF space group; measured-vs-DIF consistency audit passed,RRUFF:R060285; SG:P6_3/m; DIF_MEMBER_SHA256:6C86A7E80E37A3279DD9E96D78D1E75527595017071F28060B6193430B513EC9,66ABA5D0A8D91F5CA8619A06CC1805B28F6D2B70DB78EBEBC1FF9E4AC37FD8FB,R060285,Pyromorphite,Pb5(PO4)3Cl,Pb_5_(PO_4_)_3_Cl,Pb_5.00_((P_0.99_As_0.01_)O_4_)_3_Cl_1.00_,P6_3/m,hexagonal,Powder,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://www.rruff.net/odr/rruff_sample/R060285,Pyromorphite__R060285-1__Powder__Xray_Data_XY_RAW__9622c046d2ecb36df44aae924dba.txt,6AE4285AAA933D0E7D3D10F4E705A90EC488FF7EB45428ECCF0682DA0316C479,Pyromorphite__R060285-1__Powder__DIF_File__9f0892b10fcfd8dd564c9133520e.txt,6C86A7E80E37A3279DD9E96D78D1E75527595017071F28060B6193430B513EC9,evidence/R060285_Pyromorphite_metadata.txt,structure_refs/R060285_Pyromorphite_DIF.txt,5.0,90.0,0.0099999999999997,344,0.2612312812033364,0.0216306156412253,0.0,,,NO_KNOWN_STRICT_RRUFF_MP_MATCH__STRUCTURE_OVERLAP_NOT_EXCLUSION_GATE_FOR_MEASUREMENT_DOMAIN_TEST,final_scope_resolved,This benchmark measures simulation-to-experiment measurement-domain transfer. It is not claimed as an unseen-structure benchmark. No known strict RRUFF–MP mapping match was detected.,FROZEN_FINAL_REAL_TEST,rruff-real-pxrd-70-final-v1,BACKUP35_PROMOTED,measurement_domain_external_test_not_unseen_structure_test,2026-07-24,0.805164715869,0.965201544047,0.894736842105,0.04,0.35,1.0,0,F7E27ACC8E60494C82341BABA3BE8712E4DC6B8B0CB4D4C582EBB83BFC356087,final_real_test,,20260724,"sha256-v1: SHA256(seed|crystal_system|sample_id), ascending within class",FROZEN_BEFORE_MODEL_ACCESS
RRUFF-R070464,spectra_10_80_step_002/R070464_Milarite.csv,hexagonal,RRUFF official XY_RAW and DIF archives,Local research use with mandatory RRUFF citation; redistribution rights are not asserted; public release bundle omits spectra and DIF files,nominal_single_mineral_supported_by_RRUFF_metadata_and_measured_DIF_consistency; quantitative_phase_fraction_not_claimed,Official measured powder profile; confirmed XRD identification; paired DIF space group; measured-vs-DIF consistency audit passed,RRUFF:R070464; SG:P6/mcc; DIF_MEMBER_SHA256:D7F10AFCB144A3D07EA9B137800DE9C1AFFBBD39641DD6AB1F7E6E5A67B045C3,4B7A76F00C1C20EE3FB8E4F52A68DC8C0BE60677CBD0FDF2C25B14EB0D443E6A,R070464,Milarite,KCa2(Be2AlSi12)O30·H2O,KCa_2_(Be_2_AlSi_12_)O_30_·H_2_O,(K_1.11_Na_0.21_)Ca_2.00_(Be_2.36_Al_0.64_)Si_12.00_O_30_·H_2_O ; H_2_O assumed ideal from stoichiometry  BeO estimated by difference,P6/mcc,hexagonal,Powder,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://www.rruff.net/odr/rruff_sample/R070464,Milarite__R070464-1__Powder__Xray_Data_XY_RAW__a40383f8b97d8321a69c6862b878.txt,4385F610E79E78F0B35D3FB8F397E751823650E5FF87DF401C7072D6436D631C,Milarite__R070464-1__Powder__DIF_File__18d83e6cbdd1eefe4fb529dfa3d7.txt,D7F10AFCB144A3D07EA9B137800DE9C1AFFBBD39641DD6AB1F7E6E5A67B045C3,evidence/R070464_Milarite_metadata.txt,structure_refs/R070464_Milarite_DIF.txt,5.0,90.0,0.0099999999999997,243,0.2217194570152554,0.0180995475113507,0.0,,,NO_KNOWN_STRICT_RRUFF_MP_MATCH__STRUCTURE_OVERLAP_NOT_EXCLUSION_GATE_FOR_MEASUREMENT_DOMAIN_TEST,final_scope_resolved,This benchmark measures simulation-to-experiment measurement-domain transfer. It is not claimed as an unseen-structure benchmark. No known strict RRUFF–MP mapping match was detected.,FROZEN_FINAL_REAL_TEST,rruff-real-pxrd-70-final-v1,PRIMARY35,measurement_domain_external_test_not_unseen_structure_test,2026-07-24,0.708150936915,0.935004358531,0.805555555556,0.04,0.35,1.0,0,D69602F60F9CC658C5839427E6AF6E75C35F71F851A33F4BE9DE97EE63F3102D,final_real_test,,20260724,"sha256-v1: SHA256(seed|crystal_system|sample_id), ascending within class",FROZEN_BEFORE_MODEL_ACCESS
RRUFF-R050453,spectra_10_80_step_002/R050453_Livingstonite.csv,monoclinic,RRUFF official XY_RAW and DIF archives,Local research use with mandatory RRUFF citation; redistribution rights are not asserted; public release bundle omits spectra and DIF files,nominal_single_mineral_supported_by_RRUFF_metadata_and_measured_DIF_consistency; quantitative_phase_fraction_not_claimed,Official measured powder profile; confirmed XRD identification; paired DIF space group; measured-vs-DIF consistency audit passed,RRUFF:R050453; SG:A2/a; DIF_MEMBER_SHA256:764A0F09A845E22C7ADA955235D34D4FA522C6216D4787830EA95418A8870E11,748E031F478A4A0709D8B48B61C4E2AFCC640C96F0AAA1806CADDC93E7628276,R050453,Livingstonite,HgSb4S6(S)2,HgSb_4_S_6_(S)_2_,Hg_1.00_Sb_4.00_S_8.00_,A2/a,monoclinic,Powder,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://www.rruff.net/odr/rruff_sample/R050453,Livingstonite__R050453-1__Powder__Xray_Data_XY_RAW__a52fe3f656e4ede4cd08e15ad53a.txt,970E0F8A79E6B791CF9AF3CD010DB3A3B5D34CA620BCCC0A23B9492DA86BC6CF,Livingstonite__R050453-1__Powder__DIF_File__4e0f694834fcf4dcd96205e43a97.txt,764A0F09A845E22C7ADA955235D34D4FA522C6216D4787830EA95418A8870E11,evidence/R050453_Livingstonite_metadata.txt,structure_refs/R050453_Livingstonite_DIF.txt,5.0,90.0,0.0099999999999997,487,0.3100000000033254,0.060000000003869,0.0,,,NO_KNOWN_STRICT_RRUFF_MP_MATCH__STRUCTURE_OVERLAP_NOT_EXCLUSION_GATE_FOR_MEASUREMENT_DOMAIN_TEST,final_scope_resolved,This benchmark measures simulation-to-experiment measurement-domain transfer. It is not claimed as an unseen-structure benchmark. No known strict RRUFF–MP mapping match was detected.,FROZEN_FINAL_REAL_TEST,rruff-real-pxrd-70-final-v1,ELIGIBLE_NOT_SELECTED_PROMOTED_FINAL,measurement_domain_external_test_not_unseen_structure_test,2026-07-24,0.892064422233,0.90575310005,0.813953488372,0.06,0.35,1.0,0,07EAE9812682B11920555B432E9A9E09915435B2C72967CEE8FBDECA24802DDC,adaptation_train,1,20260724,"sha256-v1: SHA256(seed|crystal_system|sample_id), ascending within class",FROZEN_BEFORE_MODEL_ACCESS
