position,parent_id,scan_id,crystal_system,label_index,view_seed
98,cnrs_parent_0305,pattern_930,monoclinic,1,17162626459619800008
99,cnrs_parent_0306,pattern_938,monoclinic,1,5614422402566126026
100,cnrs_parent_0314,pattern_961,monoclinic,1,15683145891232689524
101,cnrs_parent_0320,pattern_977,monoclinic,1,7351033692728171557
102,cnrs_parent_0323,pattern_998,monoclinic,1,871742305201734985
103,cnrs_parent_0007,pattern_1021,monoclinic,1,17744754595720382120
104,cnrs_parent_0008,pattern_1023,monoclinic,1,193073805488221037
105,cnrs_parent_0014,pattern_1034,monoclinic,1,14093833941435909715
106,cnrs_parent_0020,pattern_1044,monoclinic,1,15473619988888273027
107,cnrs_parent_0021,pattern_1045,monoclinic,1,6992929852433914255
108,cnrs_parent_0070,pattern_20,orthorhombic,2,13202130087309461356
109,cnrs_parent_0163,pattern_47,orthorhombic,2,3602013992164350968
110,cnrs_parent_0173,pattern_49,orthorhombic,2,9175285343120422038
111,cnrs_parent_0224,pattern_63,orthorhombic,2,12069962972026984696
112,cnrs_parent_0234,pattern_66,orthorhombic,2,5089041758384099154
113,cnrs_parent_0245,pattern_72,orthorhombic,2,12251406314673818833
114,cnrs_parent_0293,pattern_89,orthorhombic,2,3253002727608102668
115,cnrs_parent_0025,pattern_106,orthorhombic,2,7141343491955897482
116,cnrs_parent_0032,pattern_114,orthorhombic,2,15998027314144739718
117,cnrs_parent_0033,pattern_116,orthorhombic,2,959900227849194392
118,cnrs_parent_0034,pattern_117,orthorhombic,2,16478773106613961291
119,cnrs_parent_0037,pattern_123,orthorhombic,2,9798654031485933623
120,cnrs_parent_0043,pattern_131,orthorhombic,2,17161268039610511012
121,cnrs_parent_0044,pattern_132,orthorhombic,2,5127488376717302171
122,cnrs_parent_0045,pattern_135,orthorhombic,2,12997009113234482015
123,cnrs_parent_0046,pattern_136,orthorhombic,2,4141597784823349685
124,cnrs_parent_0048,pattern_148,orthorhombic,2,1625395032629451131
125,cnrs_parent_0054,pattern_166,orthorhombic,2,2158038061251866201
126,cnrs_parent_0055,pattern_167,orthorhombic,2,4669325344139807610
127,cnrs_parent_0059,pattern_174,orthorhombic,2,1723346377773813757
128,cnrs_parent_0064,pattern_188,orthorhombic,2,14851669975902046633
129,cnrs_parent_0076,pattern_212,orthorhombic,2,13407921972943595579
130,cnrs_parent_0078,pattern_220,orthorhombic,2,7107595004050757124
131,cnrs_parent_0079,pattern_223,orthorhombic,2,14460866730648578005
132,cnrs_parent_0082,pattern_227,orthorhombic,2,2514446179979713381
133,cnrs_parent_0086,pattern_238,orthorhombic,2,4561247549850360842
134,cnrs_parent_0090,pattern_242,orthorhombic,2,8538198835932659102
135,cnrs_parent_0100,pattern_268,orthorhombic,2,11358898144670438013
136,cnrs_parent_0114,pattern_319,orthorhombic,2,1378207735170574985
137,cnrs_parent_0119,pattern_334,orthorhombic,2,17238389301667033364
138,cnrs_parent_0120,pattern_341,orthorhombic,2,9148980208293977980
139,cnrs_parent_0136,pattern_382,orthorhombic,2,13759321580363622745
140,cnrs_parent_0139,pattern_395,orthorhombic,2,7055878524113060960
141,cnrs_parent_0150,pattern_427,orthorhombic,2,5708920533256060514
142,cnrs_parent_0152,pattern_439,orthorhombic,2,9298590557474755080
143,cnrs_parent_0156,pattern_451,orthorhombic,2,3313157469433353809
144,cnrs_parent_0164,pattern_470,orthorhombic,2,8059171996738441079
145,cnrs_parent_0167,pattern_476,orthorhombic,2,9338143625245875372
146,cnrs_parent_0168,pattern_479,orthorhombic,2,16056443374816903923
147,cnrs_parent_0171,pattern_485,orthorhombic,2,15958430133928660185
148,cnrs_parent_0172,pattern_487,orthorhombic,2,10281055255679622800
149,cnrs_parent_0177,pattern_498,orthorhombic,2,4675709260077465280
150,cnrs_parent_0184,pattern_532,orthorhombic,2,17856730067428774204
151,cnrs_parent_0187,pattern_541,orthorhombic,2,16217541689460831419
152,cnrs_parent_0192,pattern_553,orthorhombic,2,12024747928624707060
153,cnrs_parent_0194,pattern_559,orthorhombic,2,5945980717388992181
154,cnrs_parent_0197,pattern_566,orthorhombic,2,715507437576684947
155,cnrs_parent_0202,pattern_577,orthorhombic,2,17531511699540658608
156,cnrs_parent_0204,pattern_581,orthorhombic,2,8054024911697039576
157,cnrs_parent_0206,pattern_583,orthorhombic,2,12395640450392989078
158,cnrs_parent_0227,pattern_634,orthorhombic,2,5533005245923364989
159,cnrs_parent_0230,pattern_646,orthorhombic,2,3254732643714861143
160,cnrs_parent_0235,pattern_660,orthorhombic,2,380288935782845064
161,cnrs_parent_0242,pattern_697,orthorhombic,2,11905746036858610899
162,cnrs_parent_0256,pattern_760,orthorhombic,2,6123739526862872394
163,cnrs_parent_0261,pattern_781,orthorhombic,2,13601761060657972726
164,cnrs_parent_0262,pattern_784,orthorhombic,2,15060724053107371312
165,cnrs_parent_0267,pattern_800,orthorhombic,2,16622058502653327376
166,cnrs_parent_0281,pattern_845,orthorhombic,2,7436432248640439485
167,cnrs_parent_0283,pattern_855,orthorhombic,2,8181887006520887089
168,cnrs_parent_0286,pattern_861,orthorhombic,2,8608239784537218361
169,cnrs_parent_0287,pattern_868,orthorhombic,2,3052623281590133177
170,cnrs_parent_0299,pattern_908,orthorhombic,2,306428188602662969
171,cnrs_parent_0307,pattern_939,orthorhombic,2,5895852815680750516
172,cnrs_parent_0310,pattern_950,orthorhombic,2,12495995232345111327
173,cnrs_parent_0312,pattern_958,orthorhombic,2,2371644866656900269
174,cnrs_parent_0318,pattern_972,orthorhombic,2,10648353636759418776
175,cnrs_parent_0002,pattern_1010,orthorhombic,2,16906101777383085753
176,cnrs_parent_0003,pattern_1013,orthorhombic,2,792062023005465659
177,cnrs_parent_0004,pattern_1018,orthorhombic,2,10213323051913376931
178,cnrs_parent_0009,pattern_1024,orthorhombic,2,1017470114526018583
179,cnrs_parent_0010,pattern_1028,orthorhombic,2,12467778184317232495
180,cnrs_parent_0013,pattern_1032,orthorhombic,2,15720050791236660164
181,cnrs_parent_0016,pattern_1038,orthorhombic,2,3468816271186074860
182,cnrs_parent_0017,pattern_1039,orthorhombic,2,6183922186852988925
183,cnrs_parent_0018,pattern_1040,orthorhombic,2,9101491332156633699
184,cnrs_parent_0019,pattern_1043,orthorhombic,2,18343598187757857151
185,cnrs_parent_0133,pattern_37,tetragonal,3,15419932044379762374
186,cnrs_parent_0203,pattern_58,tetragonal,3,11554780582474986469
187,cnrs_parent_0222,pattern_62,tetragonal,3,7241881980042400434
188,cnrs_parent_0264,pattern_79,tetragonal,3,15582476744079304931
189,cnrs_parent_0023,pattern_105,tetragonal,3,6686025901982247474
190,cnrs_parent_0038,pattern_124,tetragonal,3,17177450207746605751
191,cnrs_parent_0052,pattern_156,tetragonal,3,8613190452122253397
192,cnrs_parent_0071,pattern_203,tetragonal,3,17529287889973730727
193,cnrs_parent_0103,pattern_274,tetragonal,3,10091601355142359099
194,cnrs_parent_0104,pattern_278,tetragonal,3,16084468073493904706
195,cnrs_parent_0106,pattern_283,tetragonal,3,16352047233968973969
196,cnrs_parent_0107,pattern_288,tetragonal,3,2597489039939979151
197,cnrs_parent_0108,pattern_294,tetragonal,3,459085734144974409
198,cnrs_parent_0117,pattern_324,tetragonal,3,8331233222125816525
199,cnrs_parent_0118,pattern_327,tetragonal,3,13598663537056021163
200,cnrs_parent_0144,pattern_409,tetragonal,3,8898874972139306116
201,cnrs_parent_0155,pattern_448,tetragonal,3,577970454317854162
202,cnrs_parent_0166,pattern_475,tetragonal,3,7900603954775870603
203,cnrs_parent_0185,pattern_533,tetragonal,3,11781404840380607238
204,cnrs_parent_0201,pattern_576,tetragonal,3,2536090721121458223
205,cnrs_parent_0215,pattern_606,tetragonal,3,10926472309486744137
206,cnrs_parent_0218,pattern_615,tetragonal,3,16715533543290648416
207,cnrs_parent_0225,pattern_631,tetragonal,3,9720387101141901569
208,cnrs_parent_0226,pattern_633,tetragonal,3,10614948991438433594
209,cnrs_parent_0228,pattern_638,tetragonal,3,13107566843476409132
210,cnrs_parent_0231,pattern_648,tetragonal,3,17987755385312462879
211,cnrs_parent_0239,pattern_682,tetragonal,3,17549800712141381567
212,cnrs_parent_0247,pattern_724,tetragonal,3,13923090017751700671
213,cnrs_parent_0250,pattern_744,tetragonal,3,12695910487913526593
214,cnrs_parent_0252,pattern_751,tetragonal,3,8784510421084498696
215,cnrs_parent_0258,pattern_772,tetragonal,3,9294556343212942408
216,cnrs_parent_0263,pattern_785,tetragonal,3,12527603769747550730
217,cnrs_parent_0275,pattern_837,tetragonal,3,8621355815291332132
218,cnrs_parent_0279,pattern_841,tetragonal,3,5678540379424090865
219,cnrs_parent_0280,pattern_844,tetragonal,3,9588690665043823915
220,cnrs_parent_0304,pattern_928,tetragonal,3,16085304755784128081
221,cnrs_parent_0315,pattern_963,tetragonal,3,8405021018272308721
222,cnrs_parent_0317,pattern_966,tetragonal,3,9126044216607638219
223,cnrs_parent_0319,pattern_975,tetragonal,3,9563839488605836959
224,cnrs_parent_0006,pattern_1020,tetragonal,3,11416387236324120176
225,cnrs_parent_0022,pattern_1049,tetragonal,3,17991510801084627405
226,cnrs_parent_0075,pattern_21,trigonal,4,1284593449110947226
227,cnrs_parent_0309,pattern_95,trigonal,4,17518750082914511847
228,cnrs_parent_0026,pattern_107,trigonal,4,8027370019461074252
229,cnrs_parent_0041,pattern_127,trigonal,4,9280195593618826281
230,cnrs_parent_0047,pattern_142,trigonal,4,407182047753884387
231,cnrs_parent_0050,pattern_150,trigonal,4,3459488189108982817
232,cnrs_parent_0058,pattern_171,trigonal,4,13955634402492564380
233,cnrs_parent_0068,pattern_194,trigonal,4,1419816982099232140
234,cnrs_parent_0112,pattern_308,trigonal,4,1307072776855975232
235,cnrs_parent_0116,pattern_323,trigonal,4,7492851917856268033
236,cnrs_parent_0125,pattern_354,trigonal,4,6116389344925639907
237,cnrs_parent_0126,pattern_357,trigonal,4,6588657675649007328
238,cnrs_parent_0141,pattern_398,trigonal,4,649984474027996155
239,cnrs_parent_0145,pattern_413,trigonal,4,16146160472309431124
240,cnrs_parent_0146,pattern_415,trigonal,4,14057902529578846652
241,cnrs_parent_0157,pattern_452,trigonal,4,5532195461084627570
242,cnrs_parent_0179,pattern_506,trigonal,4,7697231806160588861
243,cnrs_parent_0208,pattern_587,trigonal,4,10455413013184278368
244,cnrs_parent_0211,pattern_591,trigonal,4,16596823651285066677
245,cnrs_parent_0220,pattern_617,trigonal,4,15879840094352972061
246,cnrs_parent_0237,pattern_673,trigonal,4,18041792302519245454
247,cnrs_parent_0246,pattern_722,trigonal,4,1253251944704109781
248,cnrs_parent_0248,pattern_736,trigonal,4,2803335956444807558
249,cnrs_parent_0270,pattern_820,trigonal,4,17729608092170675641
250,cnrs_parent_0272,pattern_826,trigonal,4,2216656238479608431
251,cnrs_parent_0276,pattern_838,trigonal,4,10841674758229853280
252,cnrs_parent_0277,pattern_839,trigonal,4,3145536093460975562
253,cnrs_parent_0278,pattern_840,trigonal,4,8417748879036396356
254,cnrs_parent_0289,pattern_878,trigonal,4,7976143524124181302
255,cnrs_parent_0302,pattern_915,trigonal,4,13267329188405894267
256,cnrs_parent_0308,pattern_943,trigonal,4,16607679732336989134
257,cnrs_parent_0313,pattern_960,trigonal,4,6632593719970828846
258,cnrs_parent_0012,pattern_1030,trigonal,4,835348185933796201
259,cnrs_parent_0057,pattern_17,hexagonal,5,8713924763050376046
260,cnrs_parent_0065,pattern_19,hexagonal,5,15543766329669623664
261,cnrs_parent_0061,pattern_176,hexagonal,5,17665100833108193135
262,cnrs_parent_0073,pattern_207,hexagonal,5,8783223998545106076
263,cnrs_parent_0093,pattern_249,hexagonal,5,2688567628993659120
264,cnrs_parent_0096,pattern_257,hexagonal,5,7472157231043752757
265,cnrs_parent_0132,pattern_367,hexagonal,5,3370888773077050960
266,cnrs_parent_0159,pattern_457,hexagonal,5,2207320470037233258
267,cnrs_parent_0216,pattern_608,hexagonal,5,16747290954906358795
268,cnrs_parent_0223,pattern_627,hexagonal,5,3211895676134207337
269,cnrs_parent_0288,pattern_873,hexagonal,5,8242338200435233300
270,cnrs_parent_0300,pattern_909,hexagonal,5,6761548203569938708
271,cnrs_parent_0069,pattern_2,cubic,6,3971503972388636585
272,cnrs_parent_0083,pattern_23,cubic,6,6557835454307783659
273,cnrs_parent_0097,pattern_26,cubic,6,5944346645420422737
274,cnrs_parent_0101,pattern_27,cubic,6,12693799198718921661
275,cnrs_parent_0142,pattern_40,cubic,6,12079008769199957560
276,cnrs_parent_0199,pattern_57,cubic,6,2499935829487318405
277,cnrs_parent_0241,pattern_69,cubic,6,10784894575526450860
278,cnrs_parent_0290,pattern_88,cubic,6,17412818602333789950
279,cnrs_parent_0029,pattern_110,cubic,6,7699774713783276699
280,cnrs_parent_0035,pattern_119,cubic,6,5963804647460678455
281,cnrs_parent_0040,pattern_126,cubic,6,8558833043362890515
282,cnrs_parent_0062,pattern_178,cubic,6,6144254328503879795
283,cnrs_parent_0067,pattern_193,cubic,6,12355685293364651501
284,cnrs_parent_0077,pattern_215,cubic,6,7504009603874514658
285,cnrs_parent_0085,pattern_236,cubic,6,10103773595174112964
286,cnrs_parent_0105,pattern_279,cubic,6,7065569634353406126
287,cnrs_parent_0127,pattern_360,cubic,6,8278092463486222883
288,cnrs_parent_0129,pattern_363,cubic,6,10832984521613155493
289,cnrs_parent_0131,pattern_366,cubic,6,3798804854074064410
290,cnrs_parent_0134,pattern_375,cubic,6,16143559126729471863
291,cnrs_parent_0135,pattern_376,cubic,6,994394027116922476
292,cnrs_parent_0138,pattern_394,cubic,6,11711797814407929578
293,cnrs_parent_0143,pattern_408,cubic,6,5497011389104430678
294,cnrs_parent_0149,pattern_426,cubic,6,4747478811275894905
295,cnrs_parent_0160,pattern_458,cubic,6,13576438685359410669
296,cnrs_parent_0175,pattern_493,cubic,6,15256088551201213574
297,cnrs_parent_0178,pattern_503,cubic,6,4543764508745948874
298,cnrs_parent_0183,pattern_527,cubic,6,328282501920162539
299,cnrs_parent_0188,pattern_545,cubic,6,10293582029807147187
300,cnrs_parent_0196,pattern_565,cubic,6,1207471131454072099
301,cnrs_parent_0200,pattern_570,cubic,6,3082696102161231496
302,cnrs_parent_0205,pattern_582,cubic,6,15235873325211175514
303,cnrs_parent_0217,pattern_609,cubic,6,18337965897867358516
304,cnrs_parent_0229,pattern_644,cubic,6,8563423629035459064
305,cnrs_parent_0238,pattern_678,cubic,6,11867818584908496142
306,cnrs_parent_0249,pattern_737,cubic,6,7663560941173090454
307,cnrs_parent_0255,pattern_759,cubic,6,10230860550379465286
308,cnrs_parent_0257,pattern_770,cubic,6,15786629576564900903
309,cnrs_parent_0265,pattern_790,cubic,6,8257229528584818149
310,cnrs_parent_0266,pattern_794,cubic,6,4960392206951398568
311,cnrs_parent_0268,pattern_810,cubic,6,6910587419154639837
312,cnrs_parent_0282,pattern_851,cubic,6,15433145324763062311
313,cnrs_parent_0303,pattern_919,cubic,6,12422383517232952614
314,cnrs_parent_0311,pattern_956,cubic,6,2266280279522880906
315,cnrs_parent_0316,pattern_964,cubic,6,7019537066450263379
316,cnrs_parent_0001,pattern_1009,cubic,6,9532011090185931694
317,cnrs_parent_0024,pattern_1051,cubic,6,1318029486296825925
