seed,method_id,method_name,parent_id,scan_id,crystal_system,label_index,embedding_cosine_distance,prediction_js_divergence,prediction_flip,sim_prediction_index,real_prediction_index,sim_correct,real_correct,sim_true_probability,real_true_probability,true_probability_drop,sim_true_margin,real_true_margin,true_margin_drop,checkpoint_sha256
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0154,pattern_444,triclinic,0,0.2977728789702231,0.408717026770364,1,1,0,0,1,0.0164031982421875,0.7890625,-0.7726593017578125,-0.9669952392578125,0.61572265625,-1.5827178955078125,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0158,pattern_456,triclinic,0,0.08186299743454506,0.09544818040001937,0,0,0,1,1,0.998046875,0.73828125,0.259765625,0.9961795806884766,0.47705078125,0.5191287994384766,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0161,pattern_464,triclinic,0,0.14037566266973622,0.0814182896987843,0,0,0,1,1,0.783203125,1.0,-0.216796875,0.5673828125,0.999923050403595,-0.43254023790359497,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0207,pattern_585,triclinic,0,0.09565261005124992,0.5005534038736736,1,0,1,1,0,0.99951171875,0.11920166015625,0.88031005859375,0.998807430267334,-0.76165771484375,1.760465145111084,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0233,pattern_653,triclinic,0,0.07122580906112219,3.4714937749496415e-05,0,1,1,0,0,1.621246337890625e-05,0.00016224384307861328,-0.00014603137969970703,-0.9999837875366211,-0.9998377561569214,-0.00014603137969970703,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0253,pattern_753,triclinic,0,0.25814997848461907,0.15831732118481676,0,0,0,1,1,0.99755859375,0.603515625,0.39404296875,0.9963274002075195,0.2138671875,0.7824602127075195,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0291,pattern_881,triclinic,0,0.27247998880120083,0.6015291122982585,1,1,0,0,1,0.03253173828125,0.99365234375,-0.96112060546875,-0.93328857421875,0.987213134765625,-1.920501708984375,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0321,pattern_979,triclinic,0,0.4149790006382884,0.6391802856409523,1,6,1,0,0,7.05718994140625e-05,0.0029926300048828125,-0.00292205810546875,-0.6278591156005859,-0.9940776824951172,0.36621856689453125,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0028,pattern_11,monoclinic,1,0.08727805781686782,0.1641453627240152,0,0,0,0,0,0.46728515625,0.03961181640625,0.42767333984375,-0.012939453125,-0.92034912109375,0.90740966796875,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0049,pattern_15,monoclinic,1,0.15636220797460365,0.0762685539645842,0,0,0,0,0,0.336181640625,0.0452880859375,0.2908935546875,-0.327392578125,-0.9078369140625,0.5804443359375,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0115,pattern_32,monoclinic,1,0.08084698790052303,0.0030018558654822673,0,1,1,1,1,0.69921875,0.75341796875,-0.05419921875,0.40771484375,0.5087890625,-0.10107421875,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0153,pattern_44,monoclinic,1,0.275363324909207,0.6128505881475111,1,4,0,0,0,0.2496337890625,0.051025390625,0.1986083984375,-0.4984130859375,-0.896728515625,0.3983154296875,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0214,pattern_60,monoclinic,1,0.16981662959254606,0.669141106975575,1,1,0,1,0,0.9931640625,0.0009851455688476562,0.9921789169311523,0.9864730834960938,-0.9980382919311523,1.984511375427246,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0236,pattern_67,monoclinic,1,0.13724236321707206,0.0008017666278071015,0,0,0,0,0,0.0007495880126953125,2.6464462280273438e-05,0.0007231235504150391,-0.9982738494873047,-0.9975321292877197,-0.0007417201995849609,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0005,pattern_102,monoclinic,1,0.1346799313727658,0.16105229750165587,0,0,0,0,0,0.1981201171875,0.0007734298706054688,0.19734668731689453,-0.4029541015625,-0.9982500076293945,0.5952959060668945,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0011,pattern_103,monoclinic,1,0.926595076271994,0.6839168377747056,1,1,6,1,0,0.98828125,0.002651214599609375,0.9856300354003906,0.976409912109375,-0.9939308166503906,1.9703407287597656,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0027,pattern_109,monoclinic,1,0.03562205659616158,0.03790633988994656,0,0,0,0,0,0.1656494140625,0.017181396484375,0.148468017578125,-0.6688232421875,-0.965728759765625,0.296905517578125,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0030,pattern_112,monoclinic,1,0.23422333705724652,0.6510300720694341,1,1,0,1,0,0.9892578125,0.00394439697265625,0.9853134155273438,0.978729248046875,-0.9921493530273438,1.9708786010742188,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0031,pattern_113,monoclinic,1,0.4037881606793443,0.5771820052755989,1,0,3,0,0,0.2213134765625,0.07598876953125,0.14532470703125,-0.5570068359375,-0.80047607421875,0.24346923828125,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0039,pattern_125,monoclinic,1,0.18243423166656014,0.037129269856876534,0,0,0,0,0,0.0025997161865234375,0.062744140625,-0.06014442443847656,-0.9944705963134766,-0.820556640625,-0.17391395568847656,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0042,pattern_129,monoclinic,1,0.6082592579011974,0.6929144173668041,1,1,0,1,0,1.0,4.76837158203125e-07,0.9999995231628418,0.9999148845672607,-0.9999995231628418,1.9999144077301025,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0051,pattern_151,monoclinic,1,0.28932712766138546,0.15291516496870602,0,0,0,0,0,0.37744140625,8.702278137207031e-06,0.3774327039718628,-0.2451171875,-0.9999912977218628,0.7548741102218628,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0060,pattern_175,monoclinic,1,0.1107138735250025,0.09402342127004688,0,0,0,0,0,0.2244873046875,0.0007848739624023438,0.22370243072509766,-0.5201416015625,-0.9977502822875977,0.47760868072509766,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0066,pattern_192,monoclinic,1,0.1960531366364595,0.04117576889061651,0,1,1,1,1,1.0,0.88623046875,0.11376953125,0.9999977350234985,0.772705078125,0.22729265689849854,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0072,pattern_205,monoclinic,1,0.796657912236126,0.6813097352062143,1,3,0,0,0,0.00011163949966430664,0.02288818359375,-0.022776544094085693,-0.7889508605003357,-0.95025634765625,0.1613054871559143,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0074,pattern_208,monoclinic,1,0.16683419447696224,0.2413802275956658,1,1,0,1,0,0.99951171875,0.451416015625,0.548095703125,0.9989962577819824,-0.097412109375,1.0964083671569824,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0080,pattern_225,monoclinic,1,0.10025568126869322,0.00248240037575259,0,0,0,0,0,0.010528564453125,0.0009398460388183594,0.00958871841430664,-0.978729248046875,-0.9980835914611816,0.01935434341430664,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0081,pattern_226,monoclinic,1,0.13389387001651287,0.2410523973634523,1,1,0,1,0,0.59765625,0.017303466796875,0.580352783203125,0.20263671875,-0.965606689453125,1.168243408203125,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0084,pattern_233,monoclinic,1,0.04331504511904072,0.18252016229127477,1,1,0,1,0,0.77783203125,0.2015380859375,0.5762939453125,0.5709228515625,-0.5894775390625,1.160400390625,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0089,pattern_241,monoclinic,1,0.06651660776982637,0.017009128694852833,0,1,1,1,1,0.87939453125,0.73583984375,0.1435546875,0.7640380859375,0.4794921875,0.2845458984375,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0091,pattern_243,monoclinic,1,0.479367204822681,0.29662157193997896,1,4,1,0,1,0.28271484375,0.92822265625,-0.6455078125,-0.42529296875,0.90008544921875,-1.32537841796875,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0092,pattern_244,monoclinic,1,0.01141535594467502,0.010182613151941796,0,0,0,0,0,3.701448440551758e-05,4.827976226806641e-06,3.218650817871094e-05,-0.9320918917655945,-0.8427686095237732,-0.08932328224182129,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0094,pattern_250,monoclinic,1,0.6456128510528119,0.6912174202757527,1,2,0,0,0,0.045013427734375,0.00075531005859375,0.04425811767578125,-0.910064697265625,-0.9982681274414062,0.08820343017578125,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0095,pattern_255,monoclinic,1,0.7388429688242618,0.6795012567056106,1,4,0,0,0,0.2822265625,0.0009775161743164062,0.2812490463256836,-0.2451171875,-0.9980459213256836,0.7529287338256836,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0098,pattern_262,monoclinic,1,0.08161886156607445,0.000629578605327368,0,0,0,0,0,0.002471923828125,0.00014317035675048828,0.0023287534713745117,-0.995086669921875,-0.9998568296432495,0.004770159721374512,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0099,pattern_266,monoclinic,1,0.5619350830655507,0.026721446746282008,0,1,1,1,1,0.947265625,0.9736328125,-0.0263671875,0.9046630859375,0.947479248046875,-0.042816162109375,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0102,pattern_273,monoclinic,1,0.46207775082466884,0.6524136382786396,1,1,0,1,0,0.97216796875,5.304813385009766e-06,0.972162663936615,0.956390380859375,-0.999994695186615,1.95638507604599,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0110,pattern_303,monoclinic,1,0.08231349653501085,0.25147057103281034,1,1,0,1,0,0.70068359375,0.05499267578125,0.64569091796875,0.401611328125,-0.88983154296875,1.29144287109375,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0111,pattern_307,monoclinic,1,0.026232136015126084,0.02548693827810196,0,0,0,0,0,0.384521484375,0.1959228515625,0.1885986328125,-0.230224609375,-0.5911865234375,0.3609619140625,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0121,pattern_342,monoclinic,1,0.1811924263993796,0.29854929729008867,1,1,0,1,0,0.82666015625,0.13427734375,0.6923828125,0.6534423828125,-0.41796875,1.0714111328125,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0122,pattern_344,monoclinic,1,0.8195226344480435,0.6183154496519648,1,4,0,0,0,0.05755615234375,0.111572265625,-0.05401611328125,-0.78814697265625,-0.561279296875,-0.22686767578125,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0128,pattern_362,monoclinic,1,0.07633411363304399,0.003309508393247558,0,0,0,0,0,0.0170440673828125,0.044677734375,-0.0276336669921875,-0.9658660888671875,-0.910400390625,-0.0554656982421875,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0130,pattern_365,monoclinic,1,0.10266943116012384,9.426388343547678e-05,0,0,0,0,0,0.0002570152282714844,3.337860107421875e-06,0.0002536773681640625,-0.9992547035217285,-0.9999966621398926,0.0007419586181640625,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0137,pattern_388,monoclinic,1,0.03030918756134693,6.4024635482015265e-06,0,0,0,0,0,2.568960189819336e-05,1.6093254089355469e-06,2.4080276489257812e-05,-0.9999743103981018,-0.9999983906745911,2.4080276489257812e-05,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0140,pattern_397,monoclinic,1,0.2495673453082673,0.6404975340784873,1,1,0,1,0,0.978515625,8.821487426757812e-05,0.9784274101257324,0.9569854736328125,-0.9999117851257324,1.956897258758545,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0151,pattern_431,monoclinic,1,0.07505713783671164,0.005305191934857607,0,0,0,0,0,0.2763671875,0.19189453125,0.08447265625,-0.4462890625,-0.6162109375,0.169921875,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0162,pattern_469,monoclinic,1,0.3056184911855858,0.19004308516508905,0,0,0,0,0,0.497802734375,0.011871337890625,0.485931396484375,-0.004150390625,-0.969085693359375,0.964935302734375,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0165,pattern_474,monoclinic,1,0.4393644597667289,0.6406365553148738,1,1,4,1,0,0.919921875,0.0218505859375,0.8980712890625,0.84014892578125,-0.9556884765625,1.79583740234375,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0169,pattern_480,monoclinic,1,0.009317257945159585,2.761597763323064e-05,0,0,0,0,0,0.0003654956817626953,0.0006875991821289062,-0.00032210350036621094,-0.9991462230682373,-0.9983358383178711,-0.0008103847503662109,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0170,pattern_482,monoclinic,1,0.03566145587248826,0.0032011430451413907,0,0,0,0,0,0.05718994140625,0.0279693603515625,0.0292205810546875,-0.88079833984375,-0.9427337646484375,0.0619354248046875,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0174,pattern_491,monoclinic,1,0.07224427632397135,0.0002494610677328745,0,1,1,1,1,0.9990234375,0.9990234375,0.0,0.9984035491943359,0.9978761672973633,0.0005273818969726562,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0176,pattern_497,monoclinic,1,0.030746945332091435,0.002299743243977742,0,0,0,0,0,0.003795623779296875,0.0170440673828125,-0.013248443603515625,-0.9922981262207031,-0.9658660888671875,-0.026432037353515625,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0180,pattern_513,monoclinic,1,0.23458900372193991,0.01730597848266317,0,2,2,0,0,0.445068359375,0.33203125,0.113037109375,-0.075439453125,-0.33349609375,0.258056640625,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0181,pattern_514,monoclinic,1,0.06586965841367332,4.215830880570167e-06,0,0,0,0,0,1.817941665649414e-05,1.5497207641601562e-06,1.6629695892333984e-05,-0.9999818205833435,-0.9999984502792358,1.6629695892333984e-05,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0182,pattern_516,monoclinic,1,0.020426105652391002,0.0001453745989756812,0,1,1,1,1,0.96923828125,0.962890625,0.00634765625,0.938323974609375,0.92584228515625,0.012481689453125,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0186,pattern_538,monoclinic,1,0.4091379369274887,0.013969519812991446,0,0,0,0,0,0.03485107421875,0.0035686492919921875,0.03128242492675781,-0.91094970703125,-0.9739704132080078,0.06302070617675781,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0190,pattern_551,monoclinic,1,0.3084668827612296,0.00382243510570158,0,0,0,0,0,0.0118560791015625,0.01154327392578125,0.00031280517578125,-0.9749603271484375,-0.9611129760742188,-0.01384735107421875,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0191,pattern_552,monoclinic,1,0.2803889802856516,0.08492798180558787,0,0,0,0,0,0.2239990234375,7.748603820800781e-07,0.22399824857711792,-0.5513916015625,-0.9999992251396179,0.4486076235771179,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0193,pattern_554,monoclinic,1,0.18796635733930422,0.05940537169797584,0,0,0,0,0,0.19873046875,0.490234375,-0.29150390625,-0.55712890625,-0.01953125,-0.53759765625,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0195,pattern_560,monoclinic,1,0.16045540068453645,0.025083047261675137,0,1,1,1,1,1.0,0.92919921875,0.07080078125,0.9999953508377075,0.858642578125,0.14135277271270752,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0198,pattern_568,monoclinic,1,0.07296527188561552,0.1367392454430183,1,1,0,1,0,0.57373046875,0.09808349609375,0.47564697265625,0.1474609375,-0.80377197265625,0.95123291015625,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0209,pattern_588,monoclinic,1,0.12880420301778406,0.4028918873183256,1,1,0,1,0,0.77734375,2.390146255493164e-05,0.7773198485374451,0.5546875,-0.9999760985374451,1.554663598537445,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0210,pattern_590,monoclinic,1,0.06624323838367674,0.00016209333079109448,0,0,0,0,0,0.0008296966552734375,0.00010389089584350586,0.0007258057594299316,-0.9981937408447266,-0.9998961091041565,0.0017023682594299316,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
20260711,ordinary_dynamic_augmentation,Dynamic ERM,cnrs_parent_0212,pattern_595,monoclinic,1,0.06026912591791478,0.00010001750126381336,0,1,1,1,1,0.998046875,0.99755859375,0.00048828125,0.9959144592285156,0.9955482482910156,0.0003662109375,E8BDE2871520AEDE1502E99B1BA5B761358C63B0A98EBAC36DB384B276F3D40B
